 Gfun         0  0 64   0.00   
   0.00000  0.50000000E+00 +-  0.00000000E+00
   0.02500  0.47402713E+00 +-  0.16151797E-04
   0.05000  0.45032888E+00 +-  0.25598342E-04
   0.07500  0.42864200E+00 +-  0.35315374E-04
   0.10000  0.40880071E+00 +-  0.47766577E-04
   0.12500  0.39058199E+00 +-  0.56208740E-04
   0.15000  0.37384343E+00 +-  0.62365793E-04
   0.17500  0.35846567E+00 +-  0.69048607E-04
   0.20000  0.34430142E+00 +-  0.75044506E-04
   0.22500  0.33126599E+00 +-  0.84863977E-04
   0.25000  0.31924208E+00 +-  0.90873602E-04
   0.27500  0.30812580E+00 +-  0.93234848E-04
   0.30000  0.29787050E+00 +-  0.96099157E-04
   0.32500  0.28840793E+00 +-  0.10037614E-03
   0.35000  0.27965759E+00 +-  0.10645074E-03
   0.37500  0.27156637E+00 +-  0.11115478E-03
   0.40000  0.26407015E+00 +-  0.11306924E-03
   0.42500  0.25714306E+00 +-  0.11544156E-03
   0.45000  0.25076757E+00 +-  0.11895077E-03
   0.47500  0.24484081E+00 +-  0.12536809E-03
   0.50000  0.23937478E+00 +-  0.13029096E-03
   0.52500  0.23432752E+00 +-  0.13258750E-03
   0.55000  0.22967751E+00 +-  0.13475741E-03
   0.57500  0.22539888E+00 +-  0.13814121E-03
   0.60000  0.22144536E+00 +-  0.14147645E-03
   0.62500  0.21783172E+00 +-  0.14607238E-03
   0.65000  0.21451467E+00 +-  0.14609635E-03
   0.67500  0.21150294E+00 +-  0.14713431E-03
   0.70000  0.20876256E+00 +-  0.14942735E-03
   0.72500  0.20627959E+00 +-  0.15157858E-03
   0.75000  0.20405353E+00 +-  0.15527078E-03
   0.77500  0.20206462E+00 +-  0.15426447E-03
   0.80000  0.20032267E+00 +-  0.15519353E-03
   0.82500  0.19878965E+00 +-  0.15649808E-03
   0.85000  0.19746615E+00 +-  0.15834747E-03
   0.87500  0.19637367E+00 +-  0.16256115E-03
   0.90000  0.19546546E+00 +-  0.16078931E-03
   0.92500  0.19477320E+00 +-  0.16035066E-03
   0.95000  0.19428215E+00 +-  0.15988888E-03
   0.97500  0.19397704E+00 +-  0.16174792E-03
   1.00000  0.19387653E+00 +-  0.16528945E-03
   1.02500  0.19397704E+00 +-  0.16174792E-03
   1.05000  0.19428215E+00 +-  0.15988888E-03
   1.07500  0.19477320E+00 +-  0.16035066E-03
   1.10000  0.19546546E+00 +-  0.16078931E-03
   1.12500  0.19637367E+00 +-  0.16256115E-03
   1.15000  0.19746615E+00 +-  0.15834747E-03
   1.17500  0.19878965E+00 +-  0.15649808E-03
   1.20000  0.20032267E+00 +-  0.15519353E-03
   1.22500  0.20206462E+00 +-  0.15426447E-03
