 Gfun         0  0 64   0.00   
   0.00000  0.50000000E+00 +-  0.00000000E+00
   0.05000  0.45035140E+00 +-  0.18446800E-04
   0.10000  0.40880204E+00 +-  0.30738553E-04
   0.15000  0.37384052E+00 +-  0.37160488E-04
   0.20000  0.34428962E+00 +-  0.47497285E-04
   0.25000  0.31925675E+00 +-  0.58590360E-04
   0.30000  0.29793231E+00 +-  0.58425425E-04
   0.35000  0.27971691E+00 +-  0.61696625E-04
   0.40000  0.26412411E+00 +-  0.66435800E-04
   0.45000  0.25079073E+00 +-  0.71889737E-04
   0.50000  0.23941494E+00 +-  0.77722809E-04
   0.55000  0.22974068E+00 +-  0.75382295E-04
   0.60000  0.22153502E+00 +-  0.78036256E-04
   0.65000  0.21460848E+00 +-  0.82238392E-04
   0.70000  0.20881694E+00 +-  0.85893075E-04
   0.75000  0.20412773E+00 +-  0.92264388E-04
   0.80000  0.20038945E+00 +-  0.91515870E-04
   0.85000  0.19756471E+00 +-  0.92687072E-04
   0.90000  0.19554360E+00 +-  0.95835510E-04
   0.95000  0.19432651E+00 +-  0.98381077E-04
   1.00000  0.19394499E+00 +-  0.10175076E-03
   1.05000  0.19432651E+00 +-  0.98381077E-04
   1.10000  0.19554360E+00 +-  0.95835510E-04
   1.15000  0.19756471E+00 +-  0.92687072E-04
   1.20000  0.20038945E+00 +-  0.91515870E-04
   1.25000  0.20412773E+00 +-  0.92264388E-04
   1.30000  0.20881694E+00 +-  0.85893075E-04
   1.35000  0.21460848E+00 +-  0.82238392E-04
   1.40000  0.22153502E+00 +-  0.78036256E-04
   1.45000  0.22974068E+00 +-  0.75382295E-04
   1.50000  0.23941494E+00 +-  0.77722809E-04
   1.55000  0.25079073E+00 +-  0.71889737E-04
   1.60000  0.26412411E+00 +-  0.66435800E-04
   1.65000  0.27971691E+00 +-  0.61696625E-04
   1.70000  0.29793231E+00 +-  0.58425425E-04
   1.75000  0.31925675E+00 +-  0.58590360E-04
   1.80000  0.34428962E+00 +-  0.47497285E-04
   1.85000  0.37384052E+00 +-  0.37160488E-04
