 Gfun         0  0 64   0.00   
   0.00000  0.50000000E+00 +-  0.00000000E+00
   0.05000  0.45035140E+00 +-  0.22571938E-04
   0.10000  0.40880204E+00 +-  0.45172936E-04
   0.15000  0.37384052E+00 +-  0.53340008E-04
   0.20000  0.34428962E+00 +-  0.68515184E-04
   0.25000  0.31925675E+00 +-  0.73273285E-04
   0.30000  0.29793231E+00 +-  0.76865978E-04
   0.35000  0.27971691E+00 +-  0.83119286E-04
   0.40000  0.26412411E+00 +-  0.72793218E-04
   0.45000  0.25079073E+00 +-  0.75984774E-04
   0.50000  0.23941494E+00 +-  0.94473481E-04
   0.55000  0.22974068E+00 +-  0.81255245E-04
   0.60000  0.22153502E+00 +-  0.89137056E-04
   0.65000  0.21460848E+00 +-  0.89568953E-04
   0.70000  0.20881694E+00 +-  0.87973341E-04
   0.75000  0.20412773E+00 +-  0.10342341E-03
   0.80000  0.20038945E+00 +-  0.96982977E-04
   0.85000  0.19756471E+00 +-  0.10615845E-03
   0.90000  0.19554360E+00 +-  0.11416379E-03
   0.95000  0.19432651E+00 +-  0.10777831E-03
   1.00000  0.19394499E+00 +-  0.11662711E-03
   1.05000  0.19432651E+00 +-  0.10777831E-03
   1.10000  0.19554360E+00 +-  0.11416379E-03
   1.15000  0.19756471E+00 +-  0.10615845E-03
   1.20000  0.20038945E+00 +-  0.96982977E-04
   1.25000  0.20412773E+00 +-  0.10342341E-03
   1.30000  0.20881694E+00 +-  0.87973341E-04
   1.35000  0.21460848E+00 +-  0.89568953E-04
   1.40000  0.22153502E+00 +-  0.89137056E-04
   1.45000  0.22974068E+00 +-  0.81255245E-04
   1.50000  0.23941494E+00 +-  0.94473481E-04
   1.55000  0.25079073E+00 +-  0.75984774E-04
   1.60000  0.26412411E+00 +-  0.72793218E-04
   1.65000  0.27971691E+00 +-  0.83119286E-04
   1.70000  0.29793231E+00 +-  0.76865978E-04
   1.75000  0.31925675E+00 +-  0.73273285E-04
   1.80000  0.34428962E+00 +-  0.68515184E-04
   1.85000  0.37384052E+00 +-  0.53340008E-04
   1.90000  0.40880204E+00 +-  0.45172936E-04
   1.95000  0.45035140E+00 +-  0.22571938E-04
============================================================================

 Gfun         0  0256   1.00   
   0.00000 -0.15686644E+00 +-  0.51656592E-04
   0.05000 -0.13393363E+00 +-  0.45911206E-04
   0.10000 -0.11473526E+00 +-  0.46557691E-04
   0.15000 -0.98572887E-01 +-  0.43923963E-04
   0.20000 -0.84894529E-01 +-  0.39896166E-04
   0.25000 -0.73268830E-01 +-  0.40443274E-04
   0.30000 -0.63319231E-01 +-  0.30477660E-04
   0.35000 -0.54761177E-01 +-  0.28886023E-04
   0.40000 -0.47341240E-01 +-  0.25725173E-04
   0.45000 -0.40869097E-01 +-  0.22288351E-04
   0.50000 -0.35194704E-01 +-  0.19644101E-04
   0.55000 -0.30167730E-01 +-  0.14020086E-04
   0.60000 -0.25679842E-01 +-  0.15397688E-04
   0.65000 -0.21628444E-01 +-  0.15039176E-04
   0.70000 -0.17935297E-01 +-  0.15132931E-04
   0.75000 -0.14537341E-01 +-  0.12001634E-04
   0.80000 -0.11369701E-01 +-  0.94158007E-05
   0.85000 -0.83796661E-02 +-  0.75205748E-05
   0.90000 -0.55164942E-02 +-  0.32877131E-05
   0.95000 -0.27376605E-02 +-  0.31679088E-05
   1.00000  0.12978857E-20 +-  0.14598534E-20
   1.05000  0.27376605E-02 +-  0.31679088E-05
   1.10000  0.55164942E-02 +-  0.32877131E-05
   1.15000  0.83796661E-02 +-  0.75205748E-05
   1.20000  0.11369701E-01 +-  0.94158007E-05
   1.25000  0.14537341E-01 +-  0.12001634E-04
   1.30000  0.17935297E-01 +-  0.15132931E-04
   1.35000  0.21628444E-01 +-  0.15039176E-04
   1.40000  0.25679842E-01 +-  0.15397688E-04
   1.45000  0.30167730E-01 +-  0.14020086E-04
   1.50000  0.35194704E-01 +-  0.19644101E-04
   1.55000  0.40869097E-01 +-  0.22288351E-04
   1.60000  0.47341240E-01 +-  0.25725173E-04
   1.65000  0.54761177E-01 +-  0.28886023E-04
   1.70000  0.63319231E-01 +-  0.30477660E-04
   1.75000  0.73268830E-01 +-  0.40443274E-04
   1.80000  0.84894529E-01 +-  0.39896166E-04
   1.85000  0.98572887E-01 +-  0.43923963E-04
   1.90000  0.11473526E+00 +-  0.46557691E-04
   1.95000  0.13393363E+00 +-  0.45911206E-04
============================================================================

 Gfun         0  0256   2.00   
   0.00000  0.70494899E-21 +-  0.48504752E-21
   0.05000 -0.39252505E-02 +-  0.12619844E-05
   0.10000 -0.68673888E-02 +-  0.21544986E-05
   0.15000 -0.90556730E-02 +-  0.43026288E-05
   0.20000 -0.10653170E-01 +-  0.56880860E-05
   0.25000 -0.11802348E-01 +-  0.68885687E-05
   0.30000 -0.12605803E-01 +-  0.68785035E-05
   0.35000 -0.13145836E-01 +-  0.76933474E-05
   0.40000 -0.13493188E-01 +-  0.84534566E-05
   0.45000 -0.13692582E-01 +-  0.77717020E-05
   0.50000 -0.13788148E-01 +-  0.90825277E-05
   0.55000 -0.13811843E-01 +-  0.95705619E-05
   0.60000 -0.13784723E-01 +-  0.10148976E-04
   0.65000 -0.13727117E-01 +-  0.10465562E-04
   0.70000 -0.13649453E-01 +-  0.10966805E-04
   0.75000 -0.13571313E-01 +-  0.11605299E-04
   0.80000 -0.13497801E-01 +-  0.11419037E-04
   0.85000 -0.13436987E-01 +-  0.10577892E-04
   0.90000 -0.13389743E-01 +-  0.10938916E-04
   0.95000 -0.13356963E-01 +-  0.11954294E-04
   1.00000 -0.13347196E-01 +-  0.11860801E-04
   1.05000 -0.13356963E-01 +-  0.11954294E-04
   1.10000 -0.13389743E-01 +-  0.10938916E-04
   1.15000 -0.13436987E-01 +-  0.10577892E-04
   1.20000 -0.13497801E-01 +-  0.11419037E-04
   1.25000 -0.13571313E-01 +-  0.11605299E-04
   1.30000 -0.13649453E-01 +-  0.10966805E-04
   1.35000 -0.13727117E-01 +-  0.10465562E-04
   1.40000 -0.13784723E-01 +-  0.10148976E-04
   1.45000 -0.13811843E-01 +-  0.95705619E-05
   1.50000 -0.13788148E-01 +-  0.90825277E-05
   1.55000 -0.13692582E-01 +-  0.77717020E-05
   1.60000 -0.13493188E-01 +-  0.84534566E-05
   1.65000 -0.13145836E-01 +-  0.76933474E-05
   1.70000 -0.12605803E-01 +-  0.68785035E-05
   1.75000 -0.11802348E-01 +-  0.68885687E-05
   1.80000 -0.10653170E-01 +-  0.56880860E-05
   1.85000 -0.90556730E-02 +-  0.43026288E-05
   1.90000 -0.68673888E-02 +-  0.21544986E-05
   1.95000 -0.39252505E-02 +-  0.12619844E-05
============================================================================

 Gfun         0  0256   3.00   
   0.00000  0.26911278E-02 +-  0.45518650E-05
   0.05000  0.26282272E-02 +-  0.45018703E-05
   0.10000  0.24721388E-02 +-  0.42089882E-05
   0.15000  0.22618748E-02 +-  0.36806989E-05
   0.20000  0.20252684E-02 +-  0.31238024E-05
   0.25000  0.17800935E-02 +-  0.28933364E-05
   0.30000  0.15416308E-02 +-  0.21086156E-05
   0.35000  0.13159387E-02 +-  0.19230587E-05
   0.40000  0.11078835E-02 +-  0.11627154E-05
   0.45000  0.92119547E-03 +-  0.10812036E-05
   0.50000  0.75635472E-03 +-  0.12988332E-05
   0.55000  0.61293770E-03 +-  0.88200870E-06
   0.60000  0.49178506E-03 +-  0.78667578E-06
   0.65000  0.38807712E-03 +-  0.11268166E-05
   0.70000  0.30071976E-03 +-  0.82419676E-06
   0.75000  0.22660816E-03 +-  0.10928235E-05
   0.80000  0.16583131E-03 +-  0.54210070E-06
   0.85000  0.11660243E-03 +-  0.55866862E-06
   0.90000  0.73601111E-04 +-  0.54540793E-06
   0.95000  0.36191526E-04 +-  0.62465271E-06
   1.00000  0.12744519E-21 +-  0.56432764E-21
   1.05000 -0.36191526E-04 +-  0.62465271E-06
   1.10000 -0.73601111E-04 +-  0.54540793E-06
   1.15000 -0.11660243E-03 +-  0.55866862E-06
   1.20000 -0.16583131E-03 +-  0.54210070E-06
   1.25000 -0.22660816E-03 +-  0.10928235E-05
   1.30000 -0.30071976E-03 +-  0.82419676E-06
   1.35000 -0.38807712E-03 +-  0.11268166E-05
   1.40000 -0.49178506E-03 +-  0.78667578E-06
   1.45000 -0.61293770E-03 +-  0.88200870E-06
   1.50000 -0.75635472E-03 +-  0.12988332E-05
   1.55000 -0.92119547E-03 +-  0.10812036E-05
   1.60000 -0.11078835E-02 +-  0.11627154E-05
   1.65000 -0.13159387E-02 +-  0.19230587E-05
   1.70000 -0.15416308E-02 +-  0.21086156E-05
   1.75000 -0.17800935E-02 +-  0.28933364E-05
   1.80000 -0.20252684E-02 +-  0.31238024E-05
   1.85000 -0.22618748E-02 +-  0.36806989E-05
   1.90000 -0.24721388E-02 +-  0.42089882E-05
   1.95000 -0.26282272E-02 +-  0.45018703E-05
============================================================================

 Gfun         0  0128   4.00   
   0.00000 -0.93443748E-21 +-  0.49028728E-21
   0.05000 -0.52322752E-04 +-  0.41966308E-06
   0.10000 -0.11148489E-03 +-  0.11431459E-05
   0.15000 -0.18422912E-03 +-  0.20334903E-05
   0.20000 -0.26668726E-03 +-  0.24427396E-05
   0.25000 -0.36095196E-03 +-  0.27099278E-05
   0.30000 -0.46424689E-03 +-  0.27057047E-05
   0.35000 -0.57315273E-03 +-  0.30969277E-05
   0.40000 -0.68726524E-03 +-  0.41569492E-05
   0.45000 -0.80013671E-03 +-  0.42733930E-05
   0.50000 -0.91248665E-03 +-  0.50829690E-05
   0.55000 -0.10213206E-02 +-  0.55857271E-05
   0.60000 -0.11227648E-02 +-  0.57898350E-05
   0.65000 -0.12171638E-02 +-  0.60576234E-05
   0.70000 -0.13009778E-02 +-  0.61162376E-05
   0.75000 -0.13743040E-02 +-  0.66961541E-05
   0.80000 -0.14359205E-02 +-  0.64029479E-05
   0.85000 -0.14841113E-02 +-  0.65869579E-05
   0.90000 -0.15201706E-02 +-  0.63927591E-05
   0.95000 -0.15423006E-02 +-  0.65478057E-05
   1.00000 -0.15486542E-02 +-  0.69714551E-05
   1.05000 -0.15423006E-02 +-  0.65478057E-05
   1.10000 -0.15201706E-02 +-  0.63927591E-05
   1.15000 -0.14841113E-02 +-  0.65869579E-05
   1.20000 -0.14359205E-02 +-  0.64029479E-05
   1.25000 -0.13743040E-02 +-  0.66961541E-05
   1.30000 -0.13009778E-02 +-  0.61162376E-05
   1.35000 -0.12171638E-02 +-  0.60576234E-05
   1.40000 -0.11227648E-02 +-  0.57898350E-05
   1.45000 -0.10213206E-02 +-  0.55857271E-05
   1.50000 -0.91248665E-03 +-  0.50829690E-05
   1.55000 -0.80013671E-03 +-  0.42733930E-05
   1.60000 -0.68726524E-03 +-  0.41569492E-05
   1.65000 -0.57315273E-03 +-  0.30969277E-05
   1.70000 -0.46424689E-03 +-  0.27057047E-05
   1.75000 -0.36095196E-03 +-  0.27099278E-05
   1.80000 -0.26668726E-03 +-  0.24427396E-05
   1.85000 -0.18422912E-03 +-  0.20334903E-05
   1.90000 -0.11148489E-03 +-  0.11431459E-05
   1.95000 -0.52322752E-04 +-  0.41966308E-06
============================================================================

 Gfun         0  0256   1.00   
   0.00000 -0.35414778E-21 +-  0.17158438E-20
   0.05000 -0.99657525E-02 +-  0.62050007E-05
   0.10000 -0.17919363E-01 +-  0.10902287E-04
   0.15000 -0.24258368E-01 +-  0.12792914E-04
   0.20000 -0.29308264E-01 +-  0.16372767E-04
   0.25000 -0.33325311E-01 +-  0.21807325E-04
   0.30000 -0.36515181E-01 +-  0.23752586E-04
   0.35000 -0.39040454E-01 +-  0.26600236E-04
   0.40000 -0.41036467E-01 +-  0.25936700E-04
   0.45000 -0.42605682E-01 +-  0.27466087E-04
