 Gfun         0  0 64   0.00   
   0.00000  0.50000000E+00 +-  0.00000000E+00
   0.02500  0.47405774E+00 +-  0.17998996E-04
   0.05000  0.45036564E+00 +-  0.26200361E-04
   0.07500  0.42871195E+00 +-  0.37273635E-04
   0.10000  0.40887984E+00 +-  0.47256065E-04
   0.12500  0.39069034E+00 +-  0.57608317E-04
   0.15000  0.37396967E+00 +-  0.63928372E-04
   0.17500  0.35859119E+00 +-  0.70389978E-04
   0.20000  0.34444555E+00 +-  0.76812594E-04
   0.22500  0.33140636E+00 +-  0.82585100E-04
   0.25000  0.31939380E+00 +-  0.90241303E-04
   0.27500  0.30831775E+00 +-  0.93542845E-04
   0.30000  0.29807835E+00 +-  0.98284744E-04
   0.32500  0.28862531E+00 +-  0.10374255E-03
   0.35000  0.27986151E+00 +-  0.10836185E-03
   0.37500  0.27179160E+00 +-  0.11444781E-03
   0.40000  0.26433743E+00 +-  0.11687480E-03
   0.42500  0.25740730E+00 +-  0.12032885E-03
   0.45000  0.25100313E+00 +-  0.12414537E-03
   0.47500  0.24507092E+00 +-  0.12646037E-03
   0.50000  0.23960874E+00 +-  0.13004431E-03
   0.52500  0.23458101E+00 +-  0.13086818E-03
   0.55000  0.22993247E+00 +-  0.13380588E-03
   0.57500  0.22562259E+00 +-  0.13554463E-03
   0.60000  0.22166799E+00 +-  0.13704573E-03
   0.62500  0.21804689E+00 +-  0.13936460E-03
   0.65000  0.21474187E+00 +-  0.13965240E-03
   0.67500  0.21171950E+00 +-  0.14229784E-03
   0.70000  0.20895672E+00 +-  0.14457092E-03
   0.72500  0.20644977E+00 +-  0.14562481E-03
   0.75000  0.20422477E+00 +-  0.14739836E-03
   0.77500  0.20223299E+00 +-  0.14805860E-03
   0.80000  0.20049299E+00 +-  0.14971300E-03
   0.82500  0.19895316E+00 +-  0.15194798E-03
   0.85000  0.19762435E+00 +-  0.15305515E-03
   0.87500  0.19653313E+00 +-  0.15490866E-03
   0.90000  0.19563945E+00 +-  0.15512183E-03
   0.92500  0.19496197E+00 +-  0.15620551E-03
   0.95000  0.19446122E+00 +-  0.15725492E-03
   0.97500  0.19415060E+00 +-  0.15615940E-03
   1.00000  0.19406594E+00 +-  0.15682832E-03
   1.02500  0.19415060E+00 +-  0.15615940E-03
   1.05000  0.19446122E+00 +-  0.15725492E-03
   1.07500  0.19496197E+00 +-  0.15620551E-03
   1.10000  0.19563945E+00 +-  0.15512183E-03
   1.12500  0.19653313E+00 +-  0.15490866E-03
   1.15000  0.19762435E+00 +-  0.15305515E-03
   1.17500  0.19895316E+00 +-  0.15194798E-03
   1.20000  0.20049299E+00 +-  0.14971300E-03
   1.22500  0.20223299E+00 +-  0.14805860E-03
   1.25000  0.20422477E+00 +-  0.14739836E-03
   1.27500  0.20644977E+00 +-  0.14562481E-03
   1.30000  0.20895672E+00 +-  0.14457092E-03
   1.32500  0.21171950E+00 +-  0.14229784E-03
   1.35000  0.21474187E+00 +-  0.13965240E-03
   1.37500  0.21804689E+00 +-  0.13936460E-03
   1.40000  0.22166799E+00 +-  0.13704573E-03
   1.42500  0.22562259E+00 +-  0.13554463E-03
   1.45000  0.22993247E+00 +-  0.13380588E-03
   1.47500  0.23458101E+00 +-  0.13086818E-03
   1.50000  0.23960874E+00 +-  0.13004431E-03
   1.52500  0.24507092E+00 +-  0.12646037E-03
   1.55000  0.25100313E+00 +-  0.12414537E-03
   1.57500  0.25740730E+00 +-  0.12032885E-03
   1.60000  0.26433743E+00 +-  0.11687480E-03
   1.62500  0.27179160E+00 +-  0.11444781E-03
   1.65000  0.27986151E+00 +-  0.10836185E-03
   1.67500  0.28862531E+00 +-  0.10374255E-03
   1.70000  0.29807835E+00 +-  0.98284744E-04
   1.72500  0.30831775E+00 +-  0.93542845E-04
   1.75000  0.31939380E+00 +-  0.90241303E-04
   1.77500  0.33140636E+00 +-  0.82585100E-04
   1.80000  0.34444555E+00 +-  0.76812594E-04
   1.82500  0.35859119E+00 +-  0.70389978E-04
   1.85000  0.37396967E+00 +-  0.63928372E-04
   1.87500  0.39069034E+00 +-  0.57608317E-04
   1.90000  0.40887984E+00 +-  0.47256065E-04
   1.92500  0.42871195E+00 +-  0.37273635E-04
   1.95000  0.45036564E+00 +-  0.26200361E-04
   1.97500  0.47405774E+00 +-  0.17998996E-04
============================================================================

 Gfun         0  0256   1.00   
   0.00000 -0.15670236E+00 +-  0.58426739E-04
   0.02500 -0.14474138E+00 +-  0.57814102E-04
   0.05000 -0.13381171E+00 +-  0.57957587E-04
   0.07500 -0.12380787E+00 +-  0.57177651E-04
   0.10000 -0.11463926E+00 +-  0.56098197E-04
   0.12500 -0.10622680E+00 +-  0.55706754E-04
   0.15000 -0.98497705E-01 +-  0.54441907E-04
   0.17500 -0.91392059E-01 +-  0.53849766E-04
   0.20000 -0.84846224E-01 +-  0.52787333E-04
   0.22500 -0.78805833E-01 +-  0.50993238E-04
   0.25000 -0.73226700E-01 +-  0.50012012E-04
   0.27500 -0.68067296E-01 +-  0.48505904E-04
   0.30000 -0.63293882E-01 +-  0.47460323E-04
   0.32500 -0.58859801E-01 +-  0.45989679E-04
   0.35000 -0.54736259E-01 +-  0.44085646E-04
   0.37500 -0.50897148E-01 +-  0.43003964E-04
   0.40000 -0.47321608E-01 +-  0.41672208E-04
   0.42500 -0.43989938E-01 +-  0.40396775E-04
   0.45000 -0.40868424E-01 +-  0.39082219E-04
   0.47500 -0.37938945E-01 +-  0.37313208E-04
   0.50000 -0.35185752E-01 +-  0.36198686E-04
   0.52500 -0.32594772E-01 +-  0.35090400E-04
   0.55000 -0.30161169E-01 +-  0.33794365E-04
   0.57500 -0.27858163E-01 +-  0.32408964E-04
   0.60000 -0.25668966E-01 +-  0.30498252E-04
   0.62500 -0.23592398E-01 +-  0.29318259E-04
   0.65000 -0.21613470E-01 +-  0.27869504E-04
   0.67500 -0.19733614E-01 +-  0.26304996E-04
   0.70000 -0.17933698E-01 +-  0.24748826E-04
   0.72500 -0.16198842E-01 +-  0.22927030E-04
   0.75000 -0.14531968E-01 +-  0.21433880E-04
   0.77500 -0.12920411E-01 +-  0.19583897E-04
   0.80000 -0.11366371E-01 +-  0.17800907E-04
   0.82500 -0.98584685E-02 +-  0.15892938E-04
   0.85000 -0.83800814E-02 +-  0.13800679E-04
   0.87500 -0.69329160E-02 +-  0.11732356E-04
   0.90000 -0.55111257E-02 +-  0.95783255E-05
   0.92500 -0.41159475E-02 +-  0.75138633E-05
   0.95000 -0.27405382E-02 +-  0.54178418E-05
   0.97500 -0.13698814E-02 +-  0.35061435E-05
   1.00000 -0.12929594E-20 +-  0.19001931E-20
   1.02500  0.13698814E-02 +-  0.35061435E-05
   1.05000  0.27405382E-02 +-  0.54178418E-05
   1.07500  0.41159475E-02 +-  0.75138633E-05
   1.10000  0.55111257E-02 +-  0.95783255E-05
   1.12500  0.69329160E-02 +-  0.11732356E-04
   1.15000  0.83800814E-02 +-  0.13800679E-04
   1.17500  0.98584685E-02 +-  0.15892938E-04
   1.20000  0.11366371E-01 +-  0.17800907E-04
   1.22500  0.12920411E-01 +-  0.19583897E-04
   1.25000  0.14531968E-01 +-  0.21433880E-04
   1.27500  0.16198842E-01 +-  0.22927030E-04
   1.30000  0.17933698E-01 +-  0.24748826E-04
   1.32500  0.19733614E-01 +-  0.26304996E-04
   1.35000  0.21613470E-01 +-  0.27869504E-04
   1.37500  0.23592398E-01 +-  0.29318259E-04
   1.40000  0.25668966E-01 +-  0.30498252E-04
   1.42500  0.27858163E-01 +-  0.32408964E-04
   1.45000  0.30161169E-01 +-  0.33794365E-04
   1.47500  0.32594772E-01 +-  0.35090400E-04
   1.50000  0.35185752E-01 +-  0.36198686E-04
   1.52500  0.37938945E-01 +-  0.37313208E-04
   1.55000  0.40868424E-01 +-  0.39082219E-04
   1.57500  0.43989938E-01 +-  0.40396775E-04
   1.60000  0.47321608E-01 +-  0.41672208E-04
   1.62500  0.50897148E-01 +-  0.43003964E-04
   1.65000  0.54736259E-01 +-  0.44085646E-04
   1.67500  0.58859801E-01 +-  0.45989679E-04
   1.70000  0.63293882E-01 +-  0.47460323E-04
   1.72500  0.68067296E-01 +-  0.48505904E-04
   1.75000  0.73226700E-01 +-  0.50012012E-04
   1.77500  0.78805833E-01 +-  0.50993238E-04
   1.80000  0.84846224E-01 +-  0.52787333E-04
   1.82500  0.91392059E-01 +-  0.53849766E-04
   1.85000  0.98497705E-01 +-  0.54441907E-04
   1.87500  0.10622680E+00 +-  0.55706754E-04
   1.90000  0.11463926E+00 +-  0.56098197E-04
   1.92500  0.12380787E+00 +-  0.57177651E-04
   1.95000  0.13381171E+00 +-  0.57957587E-04
   1.97500  0.14474138E+00 +-  0.57814102E-04
============================================================================

 Gfun         0  0256   2.00   
   0.00000 -0.84263929E-21 +-  0.11855444E-20
   0.02500 -0.20978087E-02 +-  0.14973287E-05
   0.05000 -0.39197601E-02 +-  0.23047362E-05
   0.07500 -0.54981635E-02 +-  0.31338323E-05
   0.10000 -0.68614323E-02 +-  0.40282654E-05
   0.12500 -0.80370438E-02 +-  0.49432823E-05
   0.15000 -0.90459255E-02 +-  0.58378739E-05
   0.17500 -0.99089537E-02 +-  0.66362285E-05
   0.20000 -0.10643974E-01 +-  0.74158631E-05
   0.22500 -0.11265690E-01 +-  0.81626598E-05
   0.25000 -0.11791239E-01 +-  0.90212879E-05
   0.27500 -0.12229620E-01 +-  0.95599395E-05
   0.30000 -0.12594747E-01 +-  0.10142587E-04
   0.32500 -0.12893758E-01 +-  0.10836421E-04
   0.35000 -0.13137035E-01 +-  0.11480555E-04
   0.37500 -0.13331630E-01 +-  0.12218034E-04
   0.40000 -0.13485332E-01 +-  0.12714406E-04
   0.42500 -0.13601359E-01 +-  0.13229299E-04
   0.45000 -0.13686893E-01 +-  0.13703398E-04
   0.47500 -0.13745598E-01 +-  0.14229807E-04
   0.50000 -0.13783243E-01 +-  0.14861253E-04
   0.52500 -0.13803921E-01 +-  0.15208860E-04
   0.55000 -0.13808736E-01 +-  0.15690871E-04
   0.57500 -0.13799794E-01 +-  0.16002323E-04
   0.60000 -0.13780547E-01 +-  0.16440068E-04
   0.62500 -0.13754311E-01 +-  0.16906272E-04
   0.65000 -0.13723679E-01 +-  0.17170099E-04
   0.67500 -0.13689898E-01 +-  0.17462578E-04
   0.70000 -0.13652965E-01 +-  0.17741276E-04
   0.72500 -0.13613501E-01 +-  0.18012370E-04
   0.75000 -0.13575550E-01 +-  0.18334951E-04
   0.77500 -0.13538833E-01 +-  0.18465105E-04
   0.80000 -0.13505428E-01 +-  0.18686117E-04
   0.82500 -0.13473566E-01 +-  0.18806019E-04
   0.85000 -0.13443386E-01 +-  0.18879878E-04
   0.87500 -0.13416271E-01 +-  0.18992360E-04
   0.90000 -0.13394555E-01 +-  0.19032263E-04
   0.92500 -0.13378084E-01 +-  0.19251612E-04
   0.95000 -0.13365205E-01 +-  0.19304827E-04
   0.97500 -0.13356102E-01 +-  0.19275286E-04
   1.00000 -0.13352505E-01 +-  0.19317186E-04
   1.02500 -0.13356102E-01 +-  0.19275286E-04
   1.05000 -0.13365205E-01 +-  0.19304827E-04
   1.07500 -0.13378084E-01 +-  0.19251612E-04
   1.10000 -0.13394555E-01 +-  0.19032263E-04
   1.12500 -0.13416271E-01 +-  0.18992360E-04
   1.15000 -0.13443386E-01 +-  0.18879878E-04
   1.17500 -0.13473566E-01 +-  0.18806019E-04
   1.20000 -0.13505428E-01 +-  0.18686117E-04
   1.22500 -0.13538833E-01 +-  0.18465105E-04
   1.25000 -0.13575550E-01 +-  0.18334951E-04
   1.27500 -0.13613501E-01 +-  0.18012370E-04
   1.30000 -0.13652965E-01 +-  0.17741276E-04
   1.32500 -0.13689898E-01 +-  0.17462578E-04
   1.35000 -0.13723679E-01 +-  0.17170099E-04
   1.37500 -0.13754311E-01 +-  0.16906272E-04
   1.40000 -0.13780547E-01 +-  0.16440068E-04
   1.42500 -0.13799794E-01 +-  0.16002323E-04
   1.45000 -0.13808736E-01 +-  0.15690871E-04
   1.47500 -0.13803921E-01 +-  0.15208860E-04
   1.50000 -0.13783243E-01 +-  0.14861253E-04
   1.52500 -0.13745598E-01 +-  0.14229807E-04
   1.55000 -0.13686893E-01 +-  0.13703398E-04
   1.57500 -0.13601359E-01 +-  0.13229299E-04
   1.60000 -0.13485332E-01 +-  0.12714406E-04
   1.62500 -0.13331630E-01 +-  0.12218034E-04
   1.65000 -0.13137035E-01 +-  0.11480555E-04
   1.67500 -0.12893758E-01 +-  0.10836421E-04
   1.70000 -0.12594747E-01 +-  0.10142587E-04
   1.72500 -0.12229620E-01 +-  0.95599395E-05
   1.75000 -0.11791239E-01 +-  0.90212879E-05
   1.77500 -0.11265690E-01 +-  0.81626598E-05
   1.80000 -0.10643974E-01 +-  0.74158631E-05
