 Gfun         0  0 64   0.00   
   0.00000  0.50000000E+00 +-  0.00000000E+00
   0.05000  0.45035102E+00 +-  0.14748536E-04
   0.10000  0.40880123E+00 +-  0.29869086E-04
   0.15000  0.37383974E+00 +-  0.41112895E-04
   0.20000  0.34428846E+00 +-  0.54062681E-04
   0.25000  0.31925493E+00 +-  0.61707407E-04
   0.30000  0.29793073E+00 +-  0.61313100E-04
   0.35000  0.27971516E+00 +-  0.63363434E-04
   0.40000  0.26412233E+00 +-  0.68303899E-04
   0.45000  0.25078862E+00 +-  0.74830825E-04
   0.50000  0.23941261E+00 +-  0.79069100E-04
   0.55000  0.22973870E+00 +-  0.74924218E-04
   0.60000  0.22153290E+00 +-  0.74649667E-04
   0.65000  0.21460653E+00 +-  0.83198686E-04
   0.70000  0.20881487E+00 +-  0.88257052E-04
   0.75000  0.20412544E+00 +-  0.96274818E-04
   0.80000  0.20038691E+00 +-  0.92236242E-04
   0.85000  0.19756270E+00 +-  0.91883591E-04
   0.90000  0.19554147E+00 +-  0.98959252E-04
   0.95000  0.19432453E+00 +-  0.99859065E-04
   1.00000  0.19394322E+00 +-  0.10663946E-03
   1.05000  0.19432453E+00 +-  0.99859065E-04
   1.10000  0.19554147E+00 +-  0.98959252E-04
   1.15000  0.19756270E+00 +-  0.91883591E-04
   1.20000  0.20038691E+00 +-  0.92236242E-04
   1.25000  0.20412544E+00 +-  0.96274818E-04
   1.30000  0.20881487E+00 +-  0.88257052E-04
   1.35000  0.21460653E+00 +-  0.83198686E-04
   1.40000  0.22153290E+00 +-  0.74649667E-04
   1.45000  0.22973870E+00 +-  0.74924218E-04
   1.50000  0.23941261E+00 +-  0.79069100E-04
   1.55000  0.25078862E+00 +-  0.74830825E-04
   1.60000  0.26412233E+00 +-  0.68303899E-04
   1.65000  0.27971516E+00 +-  0.63363434E-04
   1.70000  0.29793073E+00 +-  0.61313100E-04
   1.75000  0.31925493E+00 +-  0.61707407E-04
   1.80000  0.34428846E+00 +-  0.54062681E-04
   1.85000  0.37383974E+00 +-  0.41112895E-04
   1.90000  0.40880123E+00 +-  0.29869086E-04
   1.95000  0.45035102E+00 +-  0.14748536E-04
============================================================================

 Gfun         0  0256   1.00   
   0.00000 -0.15686580E+00 +-  0.41018342E-04
